Character ,Switch,Switch Text,Script,SCG,Background,BGM,Sound Effect,Relationship
Narration,-,-,스마트폰의 벨소리가 울린다.,-,1,2,6,-
Narration,-,-,[수신 전화 - 루],-,1,-,-,-
Narration,t,-,전화 수신 버튼을 누른다.,-,2,-,-,-
Player,t,-,여보세요?,-,2,-,-,-
Ru,t,-,오늘 뭐해?,3_5,2,-,-,-
Player,t,-,오늘? 쉬는 날인데.,3_5,2,-,-,-
Ru,t,-,그럼 나 좀 도와줄래?  ,3_5,2,-,-,-
Ru,t,-,편의점에 물류가 엄청나게 많이 들어왔거든.  ,3_5,2,-,-,-
Ru,t,-,나 혼자 하기엔 너무 많아!,3_9,2,-,-,-
Player,t,-,그래도 그거 누나 혼자 해야 하는 거 아니야?,3_5,2,-,-,-
Ru,t,-,그렇긴 한데… 오늘은 이상하게 혼자 하기 싫어서~,3_6,2,-,-,-
Ru,t,-,너랑… 같이 하고 싶어서… 말이야…,3_5,2,-,-,-
Ru,t,-,아… 아무튼! 오는 걸로 알고 있는다?,3_9,2,-,-,-
Narration,-,-,전화가 끊겼다.,-,1,-,-,-
Player,-,-,하… 정말…,-,1,-,-,-
Player,-,-,정말 누나 같지 않은 누나야…,-,1,-,-,-
Player,-,-,귀여운 누나…지! 얼른 도와주러 가야겠다.,-,1,-,-,-
Narration,-,-,편의점에 도착했다.,-,3,3,-,-
Narration,-,-," 문을 열자, 환한 조명이 익숙하게 반겨준다.  ",-,4,-,-,-
Narration,-,-,루는 계산대 옆에서 물류 박스를 꺼내며 나를 반긴다.,3_7,4,-,-,-
Ru,-,-,오~ 진짜 와줬네? ,3_7,4,-,-,-
Ru,-,-,히~ 사실 너도 나를 보고 싶었던 거지~?,3_6,4,-,-,-
Player,-,-,네~,3_6,4,-,-,-
Ru,-,-,그래~ 당연히 날… 응?,3_6,4,-,-,-
Narration,-,-,루의 얼굴이 빨개지더니 말없이 박스 하나를 열기 시작한다.  ,3_9,4,-,-,-
Narration,-,-,박스 안에는 음료수 병이 가득 들어있다.,3_5,4,-,-,-
Ru,-,-,이건 냉장고 쪽이고…,3_5,4,-,-,-
Narration,-,-,다른 박스도 차례대로 연다.,3_5,4,-,-,-
Ru,-,-,이건 과자... 그리고 이건 생필품…,3_5,4,-,-,-
Ru,-,-,같이 정리하면 금방 끝나겠지?,3_5,4,-,-,-
Player,-,-,그렇지. 같이 하면 금방 끝날 거야.,3_5,4,-,-,-
Narration,-,-,"물류 정리를 하며 물건을 나르다 보니, \n서로의 어깨가 닿기도 하고 가끔 손이 겹치기도 한다.  ",3_5,4,-,-,-
Narration,-,-,별거 아닌데… 이상하게 가슴이 두근거리네…,3_5,4,-,4,-
Player,-,-,"앗, 조심——",3_5,4,-,-,-
Narration,-,-,갑자기 박스 위에 쌓아둔 음료 박스가 흔들린다.  ,3_5,4,-,-,-
Narration,-,-,음료 박스가 루의 머리 위로 떨어지는 찰나.,3_5,4,-,-,-
Narration,-,-,반사적으로 몸을 던져 루를 감싼다.  ,3_5,4,-,-,-
Narration,-,-,"음료수들은 박스 옆으로 굴러가고, 내 품에 루가 안겨있다.",3_9,4,-,18,-
Narration,-,-,루와 눈이 마주친다.  ,3_9,4,-,-,-
Narration,-,-,평소 장난스럽게만 보이던 루의 얼굴이 낯설게 느껴진다.  ,3_9,4,-,5,-
Ru,-,-,고… 고마워…,3_9,4,-,-,-
Narration,-,-,루가 얼굴이 잔뜩 빨개진 채로 나를 응시하며 말한다.,3_9,4,-,-,-
Ru,-,-,고맙긴 한데... 이젠… 나와줄래...?,3_9,4,-,-,-
Player,-,-,"아, 미… 미안.",3_9,4,-,-,-
Narration,-,-,잠시 동안 정적이 흐른다.,3_9,4,-,-,-
Narration,-,-,적막을 깨고 루가 먼저 말을 꺼낸다.,3_8,4,-,-,-
Ru,-,-,…사실 나. 옛날에는 가끔 이상한 생각을 했어.,3_8,4,-,-,-
Ru,-,-,내가 정말 중요한 사람인가…  ,3_8,4,-,-,-
Ru,-,-,"내가 가진 이 천재성이, 정말 아무 의미도 없는 거라면…  ",3_8,4,-,-,-
Ru,-,-,그냥… 나 같은 애는... 없어도 되지 않을까. 그런 생각.,3_8,4,-,-,-
Ru,-,-,"근데, 이상하지?",3_8,4,-,-,-
Ru,-,-, 너랑 있을 때만은 그런 생각이 안 들어.,3_8,4,-,-,-
Ru,-,-,"이렇게 누군가와, 아무것도 아닌 일을 함께하고 있다는 느낌이...",3_8,4,-,-,-
Ru,-,-,좋아.,3_7,4,-,-,-
Ru,-,-,그... 그러니까! 나 일하는 거 자주 도와주러 오란 말이야!,3_9,4,-,-,-
Ru,-,-,알겠어?!,3_5,4,-,-,-
Player,-,-,네~!,3_5,4,-,-,-
