Character ,Switch,Switch Text,Script,SCG,Background,BGM,Sound Effect,Relationship
Narration,-,-,스마트폰의 벨소리가 울린다.,-,1,2,6,-
Narration,-,-,[수신 전화 - 루],-,1,-,-,-
Player,-,-,응? 오늘은 편의점 출근하는 날이 아닌데?,-,1,-,-,-
Player,-,-,무슨 일이지…?,-,1,-,-,-
Narration,t,-,전화를 받는다.,-,2,-,-,-
Player,t,-,여보세요? ,-,2,-,-,-
Player,t,-,나 오늘 출근하는 날 아닌데? 혹시 무슨 일 있어?,-,2,-,-,-
Ru,t,-,아니 아니! 오늘은 출근하나 안 하나 물어보려고 전화한 거 아니야!,3_4,2,-,-,-
Ru,t,-, 혹시… 안 심심해?,3_0,2,-,-,-
Player,t,-,어… 그건 왜...?,3_0,2,-,-,-
Ru,t,-,"아니, 그냥… 오늘은 사장님이 매장 본다고 하셔서…",3_0,2,-,-,-
Ru,t,-,그래서 같이 놀 사람이 없나… 했는데! 네가 딱 떠오른 거야!,3_2,2,-,-,-
Player,t,-,…나? ,3_0,2,-,-,-
Ru,t,-,응! 나랑… 놀아줄 거지...?,3_3,2,-,-,-
Ru,t,-,아니! 무조건 놀아줘야 해!,3_0,2,-,-,-
Player,t,-,"…음, 알겠어. 어디로 갈까?",3_0,2,-,-,-
Ru,t,-,좋았어! 주소 보낼 테니까 거기서 이따가 만나~,3_2,2,-,-,-
Narration,-,-,전화가 끊겼다.,-,1,-,16,-
Narration,-,-,"잠시 후, 루가 메시지로 주소를 보냈다.",-,1,-,-,-
Player,-,-,오늘은 얼마 없는 휴일인데... 왠지... 거절하고 싶지 않네.,-,1,-,-,-
Player,-,-,얼른 준비하고 가자!,-,1,-,-,-
Narration,-,-,루가 보내준 주소에 도착했다.,-,3,-,-,-
Narration,-,-,주변에 루가 보이지 않는다.,-,3,-,7,-
Player,-,-,아직 도착하지 않은 건가?,-,3,-,-,-
Narration,-,-,그때 뒤에서 왁 소리를 내며 루가 깜짝 놀래킨다.,3_1,3,-,-,-
Player,-,-,으악! 깜짝이야…,3_0,3,-,-,-
Ru,-,-,히히~ 놀랐지?,3_2,3,-,-,-
Ru,-,-,나 배고픈데~ 우선 먹을 것 좀 먹으러 갈래?,3_0,3,-,-,-
Ru,-,-, 생선꼬치 잘하는 곳을 이 누나가 알거든~,3_0,3,-,-,-
Ru,-,-,따라와!,3_2,3,-,-,-
Player,-,-,알았어… 가자.,3_0,3,-,-,-
Narration,-,-,루를 따라 생선 꼬치 집에 도착했다.,3_0,4,-,-,-
Ru,-,-,여기 생선 꼬치 2개 주세요!,3_2,4,-,-,-
Ru,-,-,오늘은 누나가 쏜다! 한번 먹어봐!,3_2,4,-,-,-
Narration,-,-,생선 꼬치가 정말로 맛있다.,3_0,4,-,-,-
Player,-,-,여기 진짜 생선 꼬치 맛집이네…,3_0,4,-,-,-
Player,-,-,내가 먹어본 생선 요리 중에 제일 맛있는 거 같아.,3_0,4,-,-,-
Ru,-,-,정말? 다행이다~ 너도 좋아해서!,3_2,4,-,-,-
Ru,-,-, 우리 다른 데도 가보자! 네가 이 동네에서 못 본 곳이 많을걸~,3_2,4,-,-,-
Narration,-,-,한참 동안 루와 함께 이곳저곳을 돌아다녔다. \n그 사이에 해가 다 져서 어두워졌다.,-,5,-,-,-
Ru,-,-,이제... 내가 아는 곳은 거의 다 소개해줬어.,3_0,6,-,-,-
Ru,-,-,어땠어? 재밌었지?,3_0,6,-,-,-
Player,-,-,응. 재밌었어.,3_0,6,-,-,-
Narration,-,-,조금 힘들긴 했지만…,3_0,6,-,-,-
Ru,-,-,그럼…,3_0,6,-,-,-
