Character ,Switch,Switch Text,Script,SCG,Background,BGM,Sound Effect,Relationship
Narration,-,-,스마트폰의 벨소리가 울린다.,-,1,-, 전화 송신음,-
Narration,-,-,[수신 전화 - 프레이야 레가토],-,1,-,-,-
Player,-,-,프레이야 전화? 오늘은 무슨 일이지?,-,1,-,-,-
Narration,-,-,크게 한번 심호흡하고 목소리를 가다듬는다.,-,1,-,-,-
Player,-,-,후… \n아. 아.,-,1,-,-,-
Narration,t,-,전화를 받는다.,-,2,-,-,-
Player,t,-,여보세요?,-,2,-,-,-
Freyja,t,-, 혹시 오늘 저녁에... 바빠...?,2_0,2,-,-,-
Player,t,-,아니? 저녁에는 안 바빠. 혹시 무슨 일 있어?,2_0,2,-,-,-
Freyja,t,-,오늘 저녁에... 내가 제1바이올린의 악장으로 참여하는... 오케스트라 공연이 있어.,2_0,2,-,-,-
Freyja,t,-,...마침 표가 하나 남았는데.,2_0,2,-,-,-
Freyja,t,-,보러올…래?,2_0,2,-,-,-
Player,t,-,오... 좋아! 공연장으로 가면 되지?,2_0,2,-,-,-
Freyja,t,-,...응. 5시까지 공연장으로 오면 돼.,2_1,2,-,-,-
Player,t,-,알았어. 그럼 공연장에서 보자.,2_0,2,-,-,-
Narration,-,-,전화를 끊는다.,-,1,-, 통화 종료음,-
Narration,-,-,프레이야의 공연이라니… 기대되네...,-,1,-,-,-
Narration,-,-,공연장에 도착했다.,-,3,-,-,-
Narration,-,-,표를 들고 기다리고 있는 프레이야가 보인다.,2_0,3,-,-,-
Freyja,-,-,"…왔네. 여기, 표.",2_0,3,-,-,-
Freyja,-,-,그럼… 난 공연하러 가볼게.,2_0,3,-,-,-
Narration,-,-,프레이야가 떠난다.,2_0,3,-,-,-
Player,-,-,고마워!,-,3,-,-,-
Narration,-,-,좌석에 앉자 공연을 기다리는 사람들의 모습이 보인다.,-,4,-,-,-
Narration,-,-,"잠시 후 커튼이 열리고, 지휘자가 나와 인사한다. \n지휘자의 뒤로는 연주자들이 보인다.",-,4,-,-,-
Narration,-,-,프레이야가 바이올린 중에서도 가장 앞쪽에 있네…,2_3,4,-,-,-
Narration,-,-,오케스트라의 악장이 시작되자 클래식과는 다른 기조의 곡들이 연주된다.,-,4,-,-,-
Narration,-,-,이세계는 오케스트라 곡도 판타지 같잖아…?,-,4,-,-,-
Narration,-,-,공연이 절정에 다다르자 악기별 수석 연주자들의 독주가 시작된다.,-,4,-,-,-
Narration,-,-,바이올린의 차례가 되자 자신만의 멜로디로 프레이야가 연주한다.,2_3,4,-,-,-
Narration,-,-,눈을 감고 감상하는 사람들과 자신의 연주에 심취한 프레이야의 모습이 보인다.,2_3,4,-,-,-
Narration,-,-,"잠시 후, 오케스트라의 연주가 끝나고 큰 박수갈채와 함께 연주자들이 퇴장한다.",-,4,-,-,-
Narration,-,-,프레이야는 어디 있을까...,-,4,-,-,-
Narration,-,-,그때 프레이야한테서 메시지가 온다.,-,4,-,-,-
Narration,-,-,"공연장 1층, 대기실로 와.",-,4,-,-,-
Narration,-,-,대기실로 가자 연주자들과 이야기를 나누고 있는 프레이야가 보인다.,2_0,5,-,-,-
Player,-,-, 프레이야!,2_0,5,-,-,-
Narration,-,-, 프레이야가 이야기를 나누던 연주자들에게 무언가를 말하고는 내 쪽으로 다가왔다.,2_0,5,-,-,-
Freyja,-,-,아… 왔구나. 공연 봤어?,2_1,5,-,-,-
Player,-,-,당연하지.,2_1,5,-,-,-
Player,-,-,그나저나 연주 실력이 저번보다 더 는 것 같은데 어떻게 된 거야?,2_0,5,-,-,-
Freyja,-,-,...사실 여태까지 나는 연주를 새로운 방향으로만 발전시키려 노력해왔어. ,2_0,5,-,-,-
Freyja,-,-,...차별성을 만드는 데만 집중했었지. \n그게 어쩌면… 나 스스로 만든 벽이었을지도 몰라.,2_0,5,-,-,-
Freyja,-,-,내가 스스로 만든 벽에 가로막혀... 더 나아가지 못하고 있었던 거지.,2_0,5,-,-,-
Freyja,-,-,그런데 너는... 내가 여태껏 해온 노력이 나만의 연주를 만들어 준다고 했고…,2_1,5,-,-,-
Freyja,-,-,"그 순간, 거짓말처럼... 그 벽이 깨졌어.",2_1,5,-,-,-
Freyja,-,-,...고마워. 정말 많이.,2_2,5,-,-,-
Narration,-,-,날 바라보는 프레이야의 표정에서 프레이야의 진심이 느껴졌다.,2_2,5,-,-,-
Narration,-,-,이…이 정도로 감사를 받을 줄은 몰랐는데…?,2_0,5,-,-,-
Player,-,-,그렇게 고마우면~ 내 리코더 연습 좀 도와줄래?,2_0,5,-,-,-
Narration,-,-,프레이야가 웃음을 참으며 말한다.,2_1,5,-,-,-
Freyja,-,-,정말 그거면 되겠어?,2_1,5,-,-,-
Freyja,-,-,그럼... 내일부터 당장 특훈이야.,2_1,5,-,-,-
Freyja,-,-,나랑 듀엣 할 수 있을 정도로 훈련시킬테니깐... 각오해.,2_1,5,-,-,-
Player,-,-,"잠깐, 뭔가 잘못 걸린 느낌인데?",2_0,5,-,-,-
Freyja,-,-,…풉. 기다리고 있을게.,2_2,5,-,-,-
