Character ,Switch,Switch Text,Script,SCG,Background,BGM,Sound Effect,Relationship
Narration,-,-,스마트폰의 벨소리가 울린다.,-,1,-,전화 송신음,-
Narration,-,-,[수신 전화 - 루],-,1,-,-,-
Narration,t,-,전화를 받는다.,-,2,-,-,-
Player,t,-,으음… 여보세요?,-,2,-,-,-
Ru,t,-,드디어 받았네! 지금 시간 돼?,3_0,2,-,-,-
Player,t,-,지금...? 하암… 방금 일어나긴 했는데…,3_0,2,-,-,-
Ru,t,-,왜 지금까지 자고 있던 거야! 전화도 안 받고…,3_0,2,-,-,-
Ru,t,-,아무튼! 나랑 놀이공원 가자! 지금 당장!,3_0,2,-,-,-
Player,t,-,…놀이공원? 갑자기?,3_0,2,-,-,-
Ru,t,-,응! 갑자기! 왜냐면… 내가 가고 싶으니까! ,3_2,2,-,-,-
Ru,t,-,그리고 너랑 가면 두 배는 재밌을 거 같거든! \n빨리 준비하고 나와! 입장권은 내가 샀어!,3_2,2,-,-,-
Player,t,-,이런 건 미리 말해줘야…,3_0,2,-,-,-
Ru,t,-,방금 말해줬으니까 미리 말해준 거지? 기다리고 있을게~!,3_2,2,-,-,-
Narration,-,-,전화가 끊겼다.,-,1,-,-,-
Player,-,-,하... 정말 못 말린다니깐…,-,1,-,-,-
Narration,-,-,서둘러 준비하고 놀이공원에 도착했다.,-,3,-,-,-
Narration,-,-,손을 크게 흔들며 뛰고 있는 루가 보인다.,3_2,3,-,-,-
Ru,-,-,아! 여기 여기! 늦었어!,3_0,3,-,-,-
Player,-,-,바로 출발했는데…,3_0,3,-,-,-
Ru,-,-,농담이야~ 우선 입장부터 할까?,3_1,3,-,-,-
Narration,-,-,당당하게 두 장의 티켓을 흔들며 말한다.,3_2,3,-,-,-
Ru,-,-,오늘의 가이드 루를 따라오세요~!,3_2,3,-,-,-
Narration,-,-,루와 함께 놀이공원에 입장한다.,3_0,3,-,-,-
Narration,-,-,눈앞에 펼쳐진 놀이공원은 환한 불빛과 사람들로 활기가 넘친다. ,3_0,3,-,-,-
Narration,-,-, 다양한 놀이기구들과 기념품 가게들도 보인다.,3_0,3,-,-,-
Player,-,-,놀이기구가 엄청나게 많네…,3_0,3,-,-,-
Ru,-,-,우리 뭐부터 탈까? 응? 응? \n저기 바이킹 어때? 아니면 회전 그네 먼저?,3_2,3,-,-,-
Player,-,-,진정해~ 하나씩 타자.,3_0,3,-,-,-
Narration,-,-,루와 함께 다양한 놀이기구를 타는 동안 웃음소리가 끊이지 않는다.,3_2,3,-,-,-
Narration,-,-,루는 줄에 설 때마다 재잘거리며 계속 즐거워했다.,3_2,3,-,-,-
Ru,-,-,저거 저거! 우리 이번엔 저쪽에 있는 범퍼카 타자! 내가 운전 진짜 잘하거든?,3_2,3,-,-,-
Player,-,-,범퍼카는 부딪혀야 하는데… 오히려 운전을 못 해야 하는 거 아닌가?,3_0,3,-,-,-
Ru,-,-,히히~ 아무튼! 내 실력을 보여줄게!,3_3,3,-,-,-
Narration,-,-,각자 다른 범퍼카에 탄다.,3_0,3,-,-,-
Narration,-,-,출발 신호와 함께 루는 바로 가속해 내 쪽으로 돌진한다.,-,4,-,-,-
Ru,-,-,간다아아아아!!! 받아랏!!!,-,4,-,-,-
Player,-,-,으악!!! 잠깐만!!!,-,4,-,-,-
Narration,-,-,"범퍼카끼리 부딪히며 철커덕 소리가 울리고, 루는 웃음이 터진다.",-,4,-,-,-
Ru,-,-,히히~ 봤지? 이게 바로 내 실력이야! ,-,4,-,-,-
Player,-,-,오케이... 이젠 내 운전 실력을 보여줄 차례네?,-,4,-,-,-
Ru,-,-,그럼 난 도망가야지~,-,4,-,-,-
Narration,-,-,루가 범퍼카를 몰고 요리조리 도망 다닌다.,-,4,-,-,-
Player,-,-,으아아!!! 열 받아! 거짓말인 줄 알았는데! \n진짜 운전을 잘할줄은...!,-,4,-,-,-
Narration,-,-,범퍼카 운행이 종료된다.,3_0,3,-,-,-
Narration,-,-,"범퍼카를 타고나니, 나도, 누나도 살짝 지쳐서 벤치에 앉는다. ",3_0,3,-,-,-
Ru,-,-,"오늘 하루, 꽤 괜찮았지?",3_0,3,-,-,-
Ru,-,-,"오늘 나, 네가 놀라는 얼굴을 몇 번이나 봤는지 몰라~",3_1,3,-,-,-
Narration,-,-,루가 눈을 반짝이며 웃는다.,3_2,3,-,-,-
Ru,-,-,다음에도 꼭 보고 싶다~ 그 표정!,3_1,3,-,-,-
Narration,-,-,나랑… 또 놀이공원에 오고 싶다는 말인가?,3_0,3,-,-,-
Ru,-,-,그나저나 오늘 범퍼카 대결은 누구의 승리일까~?,3_1,3,-,-,-
Player,-,-,하… 정말…,3_0,3,-,-,-
Player,-,-,설렐 틈도 안 준다니까…,3_0,3,-,-,-
Narration,-,-,루가 피식 웃으며 옆구리를 찌른다.,3_0,3,-,-,-
Ru,-,-, 너~ 방금 나 몰래 나쁜 말 했지!,3_3,3,-,-,-
Narration,s,-,,3_0,3,-,-,-
Ru,a,나쁜 말? 난 항상 좋은 말만 말하는데?, 그러시겠죠~,3_1,3,-,-,0
Ru,b,어… 어떻게 알았지? 들렸어?,지… 진짜 나쁜 말 한 거였어?,3_4,3,-,-,-1
Ru,c,누나가 너무 잘해서… 질투 좀 했어…,아~ 그랬어요~? 내가 좀 운전을 잘하긴 하지~,3_1,3,-,-,1
Narration,-,-,놀이공원의 불빛 사이로 웃고 있는 두 사람의 모습이 비친다.,3_2,3,-,-,-
Player,-,-,너무 잘 놀았다…,3_0,3,-,-,-
Player,-,-,이젠 그만 돌아갈까?,3_0,3,-,-,-
Ru,-,-,응. 꼭 다음에도 같이 와줘야 해?,3_0,3,-,-,-
Player,-,-,약속할게. 다음에도 같이 오기로.,3_0,3,-,-,-
Narration,-,-,루와 함께 놀이공원을 나선다.,3_0,3,-,-,-
