Character ,Switch,Switch Text,Script,SCG,Background,BGM,Sound Effect,Relationship
Ru,-,-,괜찮아?,3_0,1,-,-,-
Player,-,-,으… 머리야… ,3_0,1,-,-,-
Player,-,-,뭐지... 분명 조금 전까지… 달려오는 차에…,3_0,1,-,-,-
Narration,-,-,내 눈앞에 소녀의 얼굴이 있다.,3_0,1,-,-,-
Player,-,-,으악!,3_0,1,-,-,-
Ru,-,-,살아있네~ 다행이다!,3_2,1,-,-,-
Narration,-,-, 뾰족한 이빨을 가진 소녀가 쪼그려 앉아서 바라보고 있다.,3_0,1,-,-,-
Narration,-,-,소녀의 얼굴을 자세히 보니...,3_0,1,-,-,-
Narration,-,-,되게 귀엽다…,3_0,1,-,심장 두근,-
Ru,-,-,응? 너 왜 내 얼굴을 그렇게 빤…히 봐?,3_1,1,-,-,-
Ru,-,-,아~ 내가 너무 예뻐서 넋을 놓았구나?,3_1,1,-,-,-
Player,-,-,어... 일단 얼굴 좀 치워주시겠어요…?,3_0,1,-,-,-
Ru,-,-,치…,3_0,1,-,-,-
Narration,-,-,몸을 일으킨다.,3_0,1,-,-,-
Ru,-,-,그러고 보니 누구…세요?,3_0,1,-,-,-
Ru,-,-, 나? 그냥 지나가던 착한 시민~,3_0,1,-,-,-
Player,-,-,그렇다기엔… 그 꼬리랑… 뾰족한 이빨은 뭐죠?,3_0,1,-,-,-
Narration,-,-,조금 경계하는 눈빛으로 쳐다보자 살짝 서운해하는 것 같다.,3_3,1,-,-,-
Ru,-,-, 그렇게 경계하지 않아도 되거든? 상어 수인이라고!,3_3,1,-,-,-
Ru,-,-,설마… 수인을 몰라...?,3_4,1,-,-,-
Player,-,-,수인…?,3_4,1,-,-,-
Ru,-,-,수인도 모르고… 아까도 갑자기 나타나고…,3_4,1,-,-,-
Ru,-,-,전생자?!,3_4,1,-,-,-
Player,-,-,전생자? ,3_4,1,-,-,-
Narration,-,-,그러고보니 주머니에서 뭔가 이질감이 느껴진다.,3_4,1,-,-,-
Narration,-,-,주머니에 있는 걸 꺼내본다.,3_4,1,-,-,-
Narration,-,-,[내 사진이 붙어있는 신분증]  [도어락 비밀번호가 쓰여 있는 종이] [스마트폰],3_4,1,-,-,-
Narration,-,-,내 옆에 있던 상어 수인…이 신분증을 뺏어갔다.,3_0,1,-,-,-
Ru,-,-,오… 진짜로 천재성란이 비어있네?,3_1,1,-,-,-
Player,-,-,…저기! 남의 걸 막 뺏어가면 어떡해요! \n그리고 아까부터 왜 반말이에요?,3_0,1,-,-,-
Ru,-,-,내… 내 맘이거든!,3_4,1,-,-,-
Ru,-,-,그.리.고! 너 23살이네?,3_0,1,-,-,-
Ru,-,-,난 24살이야!,3_0,1,-,-,-
Player,-,-,누나…라고?,3_0,1,-,-,-
Ru,-,-,누나라… 그거 듣기 좋은데?,3_1,1,-,-,-
Player,-,-,"저런 꼬맹이가 누나라고?! \n인정 못 해! 게다가 한 살 차이잖아!",3_0,1,-,-,-
Ru,-,-,히~ 이 '누나'가 너그럽게 반말하는 것까진 봐줄게~,3_1,1,-,-,-
Player,-,-,하…,3_0,1,-,-,-
Player,-,-,그러고 보니…,3_0,1,-,-,-
Narration,-,-,주변을 둘러본다.,3_0,1,-,-,-
Narration,-,-,"낯선 거리. 읽을 수는 있지만, 이질적인 글씨체의 표지판.",3_0,1,-,-,-
Narration,-,-,횡단보도의 선도 정렬이 완벽하다. ,3_0,1,-,-,-
Narration,-,-,게다가 주변에 보이는 이 집들은 뭐지...? \n마치 만화에서나 볼 법한 모습이야…,3_0,1,-,-,-
Narration,-,-,"사람들이 입는 옷은 평소와 비슷한데… \n귀가 뾰족한 사람도 있고, 꼬리가 달린 사람도 있다니..",3_0,1,-,-,-
Narration,-,-,???: 저 사람… 갑자기 저기에 나타나지 않았어? \n???: 전생자는... 아니겠지…? ???: 설마… 그거 역사책에서나 나오는 거잖아…,3_0,1,-,-,-
Narration,-,-, 이 상어도 그렇고… 저 사람도 그렇고... 왜 날 보고 전생자라고 부르는 거지?,3_0,1,-,-,-
Narration,-,-,전생자… 만화에서였나… 들어본 적 있는 거 같은데…,3_0,1,-,-,-
Narration,-,-,방금 중학생 정도 돼 보이는 아이가 지나가면서 중얼거리는 말…전부 학부 수준의 \n고급 수식들이다… 내가 겨우겨우 이해했던 공학 수식들을 저 나이에…,3_0,1,-,-,-
Narration,-,-,조금 떨어진 곳에서 바이올린을 연주하는 소리가 들린다.,3_0,1,-,-,-
Narration,-,-,소리가 들리는 쪽을 바라보니 연주자가 눈을 감은 상태로 \n주변의 분위기에 따라 연주하는 곡의 느낌을 조금씩 바꾸며 연주하고 있었다.,3_0,1,-,-,-
Narration,-,-,"즉흥 연주 같은데, 이 정도의 실력이라니…",3_0,1,-,-,-
Ru,-,-,아까부터 말도 안 하고… 왜 그렇게 놀란 표정이야?,3_0,1,-,-,-
Narration,-,-,전생자… 기억났다.,3_0,1,-,-,-
Player,-,-,여기... '이세계'…야?,3_0,1,-,-,-
Ru,-,-,정답입니다~!,3_2,1,-,-,-
Ru,-,-,아마도?,3_0,1,-,-,-
Ru,-,-,전생자란 거… 정말 아무것도 모른 상태로 오는 거구나…,3_4,1,-,-,-
Ru,-,-,좋아! 정했어!,3_2,1,-,-,-
Narration,-,-,루가 슬쩍 웃으며 손을 뻗는다.,3_2,1,-,-,-
Ru,-,-,이 누나가 너의 목숨도 구해줬으니~,3_2,1,-,-,-
Ru,-,-,겸사겸사 여기 안내도 해줄게!,3_2,1,-,-,-
Narration,-,-,"손을 잡는 순간, 묘하게 차가운 것 같으면서도 부드러운 온기가 전해진다.",3_0,1,-,-,-
Ru,-,-,아! 그리고... 내 이름은 루. ,3_0,1,-,-,-
Narration,-,-,루가 이번엔 내 스마트폰을 뺏어갔다.,3_0,1,-,-,-
