Character ,Switch,Switch Text,Script,SCG,Background,BGM,Sound Effect,Relationship
Narration,-,-,스마트폰의 벨소리가 울린다.,-,1,-,전화 송신음,-
Narration,-,-,[수신 전화 - 아델라이트 종합병원 레지던트 진예인],-,1,-,-,-
Narration,t,-,전화를 받는다.,-,2,-,-,-
Player,t,-,여보세요?,-,2,-,-,-
Jin Yein,t,-,진예인이에요! 오늘 혹시 시간 비세요?,1_1,2,-,-,-
Player,t,-,음… 특별한 일정은 없어요. 무슨 일이에요?,1_0,2,-,-,-
Jin Yein,t,-, 제가 오늘 쉬는 날이라 시간이 비어서요! \n혹시 오늘 놀이공원에 같이 놀러 가실래요?,1_0,2,-,-,-
Player,t,-,좋아요! 마침 오늘은 놀이공원에 가고 싶은 기분이었어요.,1_0,2,-,-,-
Jin Yein,t,-,"푸흐, 그럼… 입구에서 만나요!",1_1,2,-,통화 종료음,-
Narration,-,-,놀이공원에 도착했다.,-,3,-,-,-
Jin Yein,-,-,여기에요!,1_1,3,-,-,-
Narration,-,-,놀이공원 입구에서 예인 씨가 손을 흔들며 반긴다.,1_1,3,-,-,-
Player,-,-,"예인 씨, 오늘은 기분이 좋아 보이시네요?",1_0,3,-,-,-
Jin Yein,-,-,맞아요! 엄청 기대했거든요! \n공부와 일에서 벗어나 오랜만에 놀이공원이라니...!,1_1,3,-,-,-
Player,-,-,그럼 바로 들어갈까요?,1_0,3,-,-,-
Jin Yein,-,-,네!,1_1,3,-,-,-
Narration,-,-,예인 씨와 함께 놀이공원에 입장한다.,1_0,3,-,-,-
Narration,-,-,눈앞에 펼쳐진 놀이공원은 환한 불빛과 사람들로 활기가 넘친다. ,1_0,3,-,-,-
Narration,-,-,사람들 뿐만 아니라 다양한 놀이기구들과 기념품 가게들도 보인다.,1_0,3,-,-,-
Jin Yein,-,-,우와! 사람이 정말 많아요…,1_0,3,-,-,-
