Character ,Switch,Switch Text,Script,SCG,Background,BGM,Sound Effect,Relationship
Narration,-,-,스마트폰에서 벨소리가 울린다.,-,1,-,전화 송신음,-
Narration,-,-,[수신 전화 - 아델라이트 종합병원 레지던트 진예인],-,1,-,-,-
Player,-,-,예인 씨 전화네? 무슨 일이지?,-,1,-,-,-
Narration,-,-,무슨 일인지는 모르겠지만 일단 전화를 받는다.,-,1,-,-,-
Player,-,-,여보세요?,-,2,-,-,-
Jin Yein,t,-,"아, 안녕하세요! 전에 진료했던 진예인입니다.",1_5,2,-,-,-
Player,t,-," 네, 예인 씨. 무슨 일이세요?",1_5,2,-,-,-
Jin Yein,t,-,다름이 아니라… 혹시 시간 괜찮으시면 잠깐 이야기 나눌 수 있을까요? ,1_5,2,-,-,-
Player,t,-,물론이죠! 저도 바람 좀 쐬고 싶었거든요.,1_5,2,-,-,-
Jin Yein,t,-,병원 근처 산책로로 와주시겠어요?,1_5,2,-,-,-
Player,t,-,네! 바로 갈게요.,1_5,2,-,-,-
Narration,-,-,전화를 끊는다.,-,1,-,통화 종료음,-
Player,-,-,예인 씨... 무슨 고민이라도 있는 걸까?,-,1,-,-,-
Narration,-,-,정말 고민이 있는 거라면 진지하게 들어주자.,-,1,-,-,-
Player,-,-,산책로… 여기겠지?,-,3,-,-,-
Narration,-,-,멀리서 예인 씨의 모습이 보인다.,1_0,3,-,-,-
Player,-,-,예인 씨!,1_0,3,-,-,-
Narration,-,-,예인 씨를 향해 반갑게 손을 흔든다.,1_0,3,-,-,-
Jin Yein,-,-,아! 오셨네요. 와주셔서 정말 감사해요.,1_1,3,-,-,-
Player,-,-,"아뇨, 별말씀을요.",1_0,3,-,-,-
Player,-,-,우선... 좀 걸을까요?,1_0,3,-,-,-
Jin Yein,-,-,"네, 좋아요.",1_0,3,-,-,-
Narration,-,-,병원 주변 산책로를 걷는 두 사람.,1_0,3,-,-,-
Player,-,-,"예인 씨, 혹시... 요즘 힘든 일 있으세요?",1_0,3,-,-,-
Jin Yein,-,-,…사실 요즘 좀 고민이 있어요.,1_2,3,-,-,-
Jin Yein,-,-,"태어났을 때부터 저희는 천재성을 가지고 태어나고, 저는 그게 의학이었어요.",1_2,3,-,-,-
Jin Yein,-,-,다들 천재성에 따라 사는 걸 당연하게 여기죠.,1_2,3,-,-,-
Jin Yein,-,-,그래서 저도 정말 노력했어요.,1_2,3,-,-,-
Jin Yein,-,-,"누구에게나 다정하면서, 누구라도 치료해줄 수 있는 완벽한 \n'천재 의사'가 되기 위해서요.",1_2,3,-,-,-
Jin Yein,-,-,"그런데... 요즘은 그런 생각에 짓눌려서, 제가 점점 지쳐가는 기분이에요.",1_2,3,-,-,-
Jin Yein,-,-,겉으로는 웃으면서 환자분들께 다정하게 얘기하지만…,1_2,3,-,-,-
Jin Yein,-,-,"예전과 달리 즐겁지도, 열정이 생기지도 않아요.",1_2,3,-,-,-
Jin Yein,,-,이런 말… 전생자의 시선에서 보면 웃기는 고민이죠?,1_3,3,-,-,-
Jin Yein,-,-,"엄청난 재능과 능력이 있는데, 그것 때문에 고민한다니…",1_3,3,-,-,-
Jin Yein,-,-,제가… 어떻게 해야 할까요...?,1_3,3,-,-,-
Narration,s,-,,1_3,3,-,-,-
Jin Yein,a,그렇게 혼자서 전부 끌어안지 않으셔도 돼요. 제가 조금이나마 곁에서 힘이 되어 드릴게요.,푸흐… 위로가 되는 말이네요. 고마워요.,1_1,3,-,-,0
Jin Yein,b,"천재로 태어났으면, 그만큼의 책임도 짊어져야 하는 거 아닌가요?","…그렇죠. 기다리는 환자들도 있고, 이러면 안 되겠죠... \n역시 웃기는 고민이었나 봐요.",1_2,3,-,-,-1
Jin Yein,c,모두가 각자의 고민을 안고 살아가고 있어요. 예인 씨가 이렇게 진지하게 고민한다는 것만으로도 정말 대단하다고 생각해요.,그렇게 말해주셔서... 정말 고마워요.,1_1,3,-,-,1
Jin Yein,-,-,평소에는 이런 고민을 하다가 기도를 드리러 가요.,1_0,3,-,-,-
Jin Yein,-,-,신께 이런 얘기를 털어놓다 보면 조금은 마음이 편안해지는 기분이거든요.,1_1,3,-,-,-
Player,-,-,그러시군요... 근데 오늘은 저한테 먼저 연락하셨네요?,1_0,3,-,-,-
Jin Yein,-,-,천재성이 없는 전생자의 생각이 궁금했거든요.,1_0,3,-,-,-
Jin Yein,-,-,근데… 그냥 제 이야기를 들어주는 사람이 곁에 있다는 사실만으로도... \n참 좋은 것 같네요.,1_0,3,-,-,-
Player,-,-,도움이 되었다면 기쁘네요.,1_0,3,-,-,-
Player,-,-,"예인 씨, 혹시 시간 괜찮으시면... 종종 같이 놀러 다니실래요?  ",1_0,3,-,-,-
Player,-,-,"오늘처럼 예인 씨의 이야기도 들어줄 수 있고, \n그게 아니더라도 가끔씩 머리 식히는 건 중요하니까요.",1_0,3,-,-,-
Jin Yein,-,-,"푸흐흣… 네, 좋아요!",1_1,3,-,-,-
Jin Yein,-,-,오늘 제 이야기 들어주셔서 정말 감사해요.,1_0,3,-,-,-
Jin Yein,-,-,덕분에 마음이 조금 후련해진 기분이에요.,1_0,3,-,-,-
Jin Yein,-,-,"그럼, 또 봬요!",1_1,3,-,-,-
